,concept:name,org:resource,time:timestamp,Activity,Resource,lifecycle:transition,eventId,case:concept
0,go_dining_table:65,0,2020-03-16 20:41:00+00:00,go_dining_table:65,0,start,104,case_id
1,go_dining_table:65,0,2020-03-16 20:42:00+00:00,go_dining_table:65,0,complete,108,case_id
2,interact_with_man:38,0,2020-03-16 20:35:00+00:00,interact_with_man:38,0,start,90,case_id
3,interact_with_man:38,0,2020-03-16 20:39:00+00:00,interact_with_man:38,0,complete,94,case_id
4,go_dining_table:65,0,2020-03-16 21:34:00+00:00,go_dining_table:65,0,start,121,case_id
5,go_dining_table:65,0,2020-03-16 21:59:00+00:00,go_dining_table:65,0,complete,123,case_id
6,get_clothes:30,0,2020-03-16 00:00:00+00:00,get_clothes:30,0,start,1,case_id
7,get_clothes:30,0,2020-03-16 00:01:00+00:00,get_clothes:30,0,complete,3,case_id
8,interact_with_man:38,0,2020-03-18 01:17:00+00:00,interact_with_man:38,0,start,291,case_id
9,interact_with_man:38,0,2020-03-18 01:21:00+00:00,interact_with_man:38,0,complete,295,case_id
10,interact_with_man:38,0,2020-03-18 19:20:00+00:00,interact_with_man:38,0,start,492,case_id
11,interact_with_man:38,0,2020-03-18 19:23:00+00:00,interact_with_man:38,0,complete,495,case_id
12,go_computer:86,0,2020-03-16 07:40:00+00:00,go_computer:86,0,start,34,case_id
13,go_computer:86,0,2020-03-16 07:41:00+00:00,go_computer:86,0,complete,35,case_id
14,get_clothes:30,0,2020-03-16 00:05:00+00:00,get_clothes:30,0,start,6,case_id
15,get_clothes:30,0,2020-03-16 00:30:00+00:00,get_clothes:30,0,complete,10,case_id
16,do_exercise:12,0,2020-03-21 21:56:00+00:00,do_exercise:12,0,start,986,case_id
17,get_clothes:30,0,2020-03-16 23:51:00+00:00,get_clothes:30,0,start,174,case_id
18,do_exercise:12,0,2020-03-21 22:30:00+00:00,do_exercise:12,0,complete,989,case_id
19,get_clothes:30,0,2020-03-16 23:52:00+00:00,get_clothes:30,0,complete,176,case_id
20,change_clothes:112,0,2020-03-16 00:01:00+00:00,change_clothes:112,0,start,4,case_id
21,change_clothes:112,0,2020-03-16 00:05:00+00:00,change_clothes:112,0,complete,5,case_id
22,go_windows:6,0,2020-03-21 16:53:00+00:00,go_windows:6,0,start,877,case_id
23,go_windows:6,0,2020-03-21 16:54:00+00:00,go_windows:6,0,complete,883,case_id
24,go_bed:47,0,2020-03-16 00:30:00+00:00,go_bed:47,0,start,12,case_id
25,go_bed:47,0,2020-03-16 07:33:00+00:00,go_bed:47,0,complete,18,case_id
26,wc_do:134,0,2020-03-16 00:30:00+00:00,wc_do:134,0,start,11,case_id
27,wc_do:134,0,2020-03-16 20:35:00+00:00,wc_do:134,0,complete,89,case_id
28,interact_with_man:38,0,2020-03-20 22:30:00+00:00,interact_with_man:38,0,start,740,case_id
29,interact_with_man:38,0,2020-03-20 22:34:00+00:00,interact_with_man:38,0,complete,744,case_id
30,get_water:240,0,2020-03-16 07:38:00+00:00,get_water:240,0,start,23,case_id
31,get_water:240,0,2020-03-16 07:40:00+00:00,get_water:240,0,complete,33,case_id
32,interact_with_man:38,0,2020-03-22 10:12:00+00:00,interact_with_man:38,0,start,1263,case_id
33,interact_with_man:38,0,2020-03-22 10:14:00+00:00,interact_with_man:38,0,complete,1266,case_id
34,get_clothes:30,0,2020-03-16 23:55:00+00:00,get_clothes:30,0,start,179,case_id
35,get_clothes:30,0,2020-03-17 00:22:00+00:00,get_clothes:30,0,complete,183,case_id
36,go_bed:47,0,2020-03-17 00:22:00+00:00,go_bed:47,0,start,185,case_id
37,go_bed:47,0,2020-03-17 00:28:00+00:00,go_bed:47,0,complete,189,case_id
38,go_dining_table:65,0,2020-03-17 20:52:00+00:00,go_dining_table:65,0,start,260,case_id
39,go_dining_table:65,0,2020-03-17 20:53:00+00:00,go_dining_table:65,0,complete,264,case_id
40,go_bed:47,0,2020-03-17 04:11:00+00:00,go_bed:47,0,start,201,case_id
41,go_bed:47,0,2020-03-17 04:12:00+00:00,go_bed:47,0,complete,202,case_id
42,interact_with_man:38,0,2020-03-22 15:09:00+00:00,interact_with_man:38,0,start,1372,case_id
43,interact_with_man:38,0,2020-03-22 15:12:00+00:00,interact_with_man:38,0,complete,1375,case_id
44,go_chair:4,0,2020-03-16 22:42:00+00:00,go_chair:4,0,start,162,case_id
45,go_chair:4,0,2020-03-16 23:50:00+00:00,go_chair:4,0,complete,171,case_id
46,change_clothes:112,0,2020-03-16 07:33:00+00:00,change_clothes:112,0,start,19,case_id
47,change_clothes:112,0,2020-03-16 07:38:00+00:00,change_clothes:112,0,complete,22,case_id
48,go_windows:6,0,2020-03-22 18:17:00+00:00,go_windows:6,0,start,1440,case_id
49,go_windows:6,0,2020-03-22 18:18:00+00:00,go_windows:6,0,complete,1446,case_id
50,wash_hands:192,0,2020-03-16 20:39:00+00:00,wash_hands:192,0,start,96,case_id
51,go_dining_table:65,0,2020-03-17 21:49:00+00:00,go_dining_table:65,0,start,277,case_id
52,go_dining_table:65,0,2020-03-18 02:27:00+00:00,go_dining_table:65,0,complete,307,case_id
53,go_bed:47,0,2020-03-17 22:18:00+00:00,go_bed:47,0,start,279,case_id
54,go_bed:47,0,2020-03-18 02:16:00+00:00,go_bed:47,0,complete,299,case_id
55,get_clothes:30,0,2020-03-18 22:28:00+00:00,get_clothes:30,0,start,564,case_id
57,get_clothes:30,0,2020-03-18 22:29:00+00:00,get_clothes:30,0,complete,566,case_id
56,wc_do:134,0,2020-03-16 20:39:00+00:00,wc_do:134,0,start,95,case_id
58,wc_do:134,0,2020-03-16 22:32:00+00:00,wc_do:134,0,complete,143,case_id
59,interact_with_man:38,0,2020-03-24 04:00:00+00:00,interact_with_man:38,0,start,1585,case_id
60,interact_with_man:38,0,2020-03-24 04:04:00+00:00,interact_with_man:38,0,complete,1589,case_id
61,interact_with_man:38,0,2020-03-24 18:49:00+00:00,interact_with_man:38,0,start,1688,case_id
62,interact_with_man:38,0,2020-03-24 18:52:00+00:00,interact_with_man:38,0,complete,1691,case_id
63,wash_hands:192,0,2020-03-16 20:41:00+00:00,wash_hands:192,0,complete,102,case_id
64,get_clothes:30,0,2020-03-18 22:32:00+00:00,get_clothes:30,0,start,569,case_id
65,get_clothes:30,0,2020-03-18 22:58:00+00:00,get_clothes:30,0,complete,573,case_id
66,get_water:240,0,2020-03-16 18:31:00+00:00,get_water:240,0,start,66,case_id
67,get_water:240,0,2020-03-16 18:43:00+00:00,get_water:240,0,complete,77,case_id
68,go_bed:47,0,2020-03-18 22:58:00+00:00,go_bed:47,0,start,575,case_id
69,go_bed:47,0,2020-03-18 23:04:00+00:00,go_bed:47,0,complete,579,case_id
70,interact_with_man:38,0,2020-03-26 04:13:00+00:00,interact_with_man:38,0,start,1880,case_id
71,interact_with_man:38,0,2020-03-26 04:17:00+00:00,interact_with_man:38,0,complete,1883,case_id
72,go_computer:86,0,2020-03-16 18:43:00+00:00,go_computer:86,0,start,78,case_id
73,go_computer:86,0,2020-03-16 20:35:00+00:00,go_computer:86,0,complete,86,case_id
74,go_chair:4,0,2020-03-18 02:29:00+00:00,go_chair:4,0,start,323,case_id
75,go_chair:4,0,2020-03-18 03:28:00+00:00,go_chair:4,0,complete,333,case_id
76,get_clothes:30,0,2020-03-20 22:45:00+00:00,get_clothes:30,0,start,834,case_id
77,interact_with_man:38,0,2020-03-26 20:32:00+00:00,interact_with_man:38,0,start,2007,case_id
78,get_clothes:30,0,2020-03-20 22:46:00+00:00,get_clothes:30,0,complete,836,case_id
79,interact_with_man:38,0,2020-03-26 20:35:00+00:00,interact_with_man:38,0,complete,2010,case_id
80,go_bed:47,0,2020-03-19 05:23:00+00:00,go_bed:47,0,start,587,case_id
81,go_bed:47,0,2020-03-19 18:58:00+00:00,go_bed:47,0,complete,626,case_id
82,wash_hands:192,0,2020-03-16 22:32:00+00:00,wash_hands:192,0,start,144,case_id
83,go_dining_table:65,0,2020-03-18 08:06:00+00:00,go_dining_table:65,0,start,441,case_id
84,go_dining_table:65,0,2020-03-18 08:07:00+00:00,go_dining_table:65,0,complete,445,case_id
85,wash_hands:192,0,2020-03-16 22:32:00+00:00,wash_hands:192,0,complete,145,case_id
86,go_chair:4,0,2020-03-18 03:32:00+00:00,go_chair:4,0,start,344,case_id
87,go_chair:4,0,2020-03-18 03:56:00+00:00,go_chair:4,0,complete,347,case_id
88,go_dining_table:65,0,2020-03-18 18:56:00+00:00,go_dining_table:65,0,start,483,case_id
89,go_dining_table:65,0,2020-03-18 19:19:00+00:00,go_dining_table:65,0,complete,485,case_id
90,get_water:240,0,2020-03-16 20:41:00+00:00,get_water:240,0,start,103,case_id
91,get_water:240,0,2020-03-16 21:34:00+00:00,get_water:240,0,complete,120,case_id
92,get_clothes:30,0,2020-03-20 22:51:00+00:00,get_clothes:30,0,start,839,case_id
93,get_clothes:30,0,2020-03-20 23:12:00+00:00,get_clothes:30,0,complete,842,case_id
94,wc_do:134,0,2020-03-17 00:22:00+00:00,wc_do:134,0,start,184,case_id
95,wc_do:134,0,2020-03-17 04:11:00+00:00,wc_do:134,0,complete,198,case_id
96,do_exercise:12,0,2020-03-28 07:32:00+00:00,do_exercise:12,0,start,2240,case_id
97,do_exercise:12,0,2020-03-28 08:08:00+00:00,do_exercise:12,0,complete,2243,case_id
98,get_clothes:30,0,2020-03-22 21:52:00+00:00,get_clothes:30,0,start,1513,case_id
99,get_clothes:30,0,2020-03-22 21:53:00+00:00,get_clothes:30,0,complete,1515,case_id
100,go_bed:47,0,2020-03-20 00:01:00+00:00,go_bed:47,0,start,633,case_id
101,go_bed:47,0,2020-03-20 22:10:00+00:00,go_bed:47,0,complete,728,case_id
102,get_clothes:30,0,2020-03-22 21:57:00+00:00,get_clothes:30,0,start,1518,case_id
103,get_clothes:30,0,2020-03-22 22:11:00+00:00,get_clothes:30,0,complete,1521,case_id
104,go_windows:6,0,2020-04-02 22:06:00+00:00,go_windows:6,0,start,3385,case_id
105,go_windows:6,0,2020-04-02 22:06:00+00:00,go_windows:6,0,complete,3390,case_id
106,go_dining_table:65,0,2020-03-18 21:18:00+00:00,go_dining_table:65,0,start,540,case_id
107,go_computer:86,0,2020-03-17 18:52:00+00:00,go_computer:86,0,start,239,case_id
108,get_clothes:30,0,2020-03-24 22:43:00+00:00,get_clothes:30,0,start,1777,case_id
108,go_windows:6,0,2020-04-04 06:21:00+00:00,go_windows:6,0,start,3533,case_id
110,get_clothes:30,0,2020-03-24 22:44:00+00:00,get_clothes:30,0,complete,1779,case_id
111,go_windows:6,0,2020-04-04 06:21:00+00:00,go_windows:6,0,complete,3537,case_id
112,go_computer:86,0,2020-03-17 20:50:00+00:00,go_computer:86,0,complete,247,case_id
113,go_dining_table:65,0,2020-03-18 22:24:00+00:00,go_dining_table:65,0,complete,546,case_id
114,wc_do:134,0,2020-03-17 20:50:00+00:00,wc_do:134,0,start,248,case_id
115,wc_do:134,0,2020-03-17 20:50:00+00:00,wc_do:134,0,complete,251,case_id
116,get_water:240,0,2020-03-16 21:59:00+00:00,get_water:240,0,start,124,case_id
117,get_water:240,0,2020-03-16 21:59:00+00:00,get_water:240,0,complete,127,case_id
118,get_clothes:30,0,2020-03-24 22:49:00+00:00,get_clothes:30,0,start,1782,case_id
119,get_clothes:30,0,2020-03-24 23:10:00+00:00,get_clothes:30,0,complete,1785,case_id
120,wash_hands:192,0,2020-03-17 04:11:00+00:00,wash_hands:192,0,start,199,case_id
121,do_exercise:12,0,2020-04-04 07:36:00+00:00,do_exercise:12,0,start,3545,case_id
122,wash_hands:192,0,2020-03-17 04:11:00+00:00,wash_hands:192,0,complete,200,case_id
123,do_exercise:12,0,2020-04-04 08:12:00+00:00,do_exercise:12,0,complete,3548,case_id
124,go_dining_table:65,0,2020-03-20 19:58:00+00:00,go_dining_table:65,0,start,699,case_id
125,interact_with_man:38,0,2020-03-28 04:25:00+00:00,interact_with_man:38,0,start,2189,case_id
126,go_dining_table:65,0,2020-03-20 19:59:00+00:00,go_dining_table:65,0,complete,703,case_id
127,interact_with_man:38,0,2020-03-28 04:27:00+00:00,interact_with_man:38,0,complete,2192,case_id
128,go_bed:47,0,2020-03-20 23:12:00+00:00,go_bed:47,0,start,844,case_id
129,go_bed:47,0,2020-03-20 23:17:00+00:00,go_bed:47,0,complete,848,case_id
130,go_computer:86,0,2020-03-18 06:06:00+00:00,go_computer:86,0,start,405,case_id
131,go_computer:86,0,2020-03-18 06:07:00+00:00,go_computer:86,0,complete,411,case_id
132,wash_hands:192,0,2020-03-17 20:50:00+00:00,wash_hands:192,0,start,252,case_id
133,wash_hands:192,0,2020-03-17 20:52:00+00:00,wash_hands:192,0,complete,258,case_id
134,wash_hands:192,0,2020-03-18 01:17:00+00:00,wash_hands:192,0,start,289,case_id
135,wash_hands:192,0,2020-03-18 01:17:00+00:00,wash_hands:192,0,complete,290,case_id
136,go_bed:47,0,2020-03-21 03:32:00+00:00,go_bed:47,0,start,860,case_id
137,go_dining_table:65,0,2020-03-20 20:50:00+00:00,go_dining_table:65,0,start,711,case_id
138,go_dining_table:65,0,2020-03-20 21:37:00+00:00,go_dining_table:65,0,complete,724,case_id
140,interact_with_man:38,0,2020-03-28 13:06:00+00:00,interact_with_man:38,0,start,2334,case_id
139,go_bed:47,0,2020-03-21 16:43:00+00:00,go_bed:47,0,complete,862,case_id
141,interact_with_man:38,0,2020-03-28 13:09:00+00:00,interact_with_man:38,0,complete,2337,case_id
142,wash_hands:192,0,2020-03-18 03:32:00+00:00,wash_hands:192,0,start,342,case_id
143,go_dining_table:65,0,2020-03-20 22:13:00+00:00,go_dining_table:65,0,start,733,case_id
144,wash_hands:192,0,2020-03-18 03:32:00+00:00,wash_hands:192,0,complete,343,case_id
145,go_dining_table:65,0,2020-03-20 22:30:00+00:00,go_dining_table:65,0,complete,735,case_id
146,wash_hands:192,0,2020-03-18 05:45:00+00:00,wash_hands:192,0,start,399,case_id
147,wash_hands:192,0,2020-03-18 05:45:00+00:00,wash_hands:192,0,complete,400,case_id
148,wc_do:134,0,2020-03-18 01:08:00+00:00,wc_do:134,0,start,281,case_id
149,wc_do:134,0,2020-03-18 01:17:00+00:00,wc_do:134,0,complete,288,case_id
150,interact_with_man:38,0,2020-03-29 12:41:00+00:00,interact_with_man:38,0,start,2567,case_id
151,interact_with_man:38,0,2020-03-29 12:44:00+00:00,interact_with_man:38,0,complete,2570,case_id
152,go_chair:4,0,2020-03-18 03:58:00+00:00,go_chair:4,0,start,360,case_id
153,go_chair:4,0,2020-03-18 05:18:00+00:00,go_chair:4,0,complete,373,case_id
154,go_bed:47,0,2020-03-22 22:11:00+00:00,go_bed:47,0,start,1523,case_id
155,go_bed:47,0,2020-03-22 22:16:00+00:00,go_bed:47,0,complete,1527,case_id
156,go_chair:4,0,2020-03-18 05:21:00+00:00,go_chair:4,0,start,386,case_id
157,go_chair:4,0,2020-03-18 05:40:00+00:00,go_chair:4,0,complete,389,case_id
158,go_bed:47,0,2020-03-23 18:55:00+00:00,go_bed:47,0,start,1565,case_id
159,go_computer:86,0,2020-03-18 07:23:00+00:00,go_computer:86,0,start,424,case_id
160,go_bed:47,0,2020-03-23 18:56:00+00:00,go_bed:47,0,complete,1566,case_id
161,go_computer:86,0,2020-03-18 08:04:00+00:00,go_computer:86,0,complete,428,case_id
162,interact_with_man:38,0,2020-03-29 14:49:00+00:00,interact_with_man:38,0,start,2593,case_id
164,interact_with_man:38,0,2020-03-29 14:52:00+00:00,interact_with_man:38,0,complete,2596,case_id
163,go_chair:4,0,2020-03-18 05:45:00+00:00,go_chair:4,0,start,401,case_id
165,go_dining_table:65,0,2020-03-21 19:30:00+00:00,go_dining_table:65,0,start,940,case_id
166,go_chair:4,0,2020-03-18 06:06:00+00:00,go_chair:4,0,complete,404,case_id
167,go_dining_table:65,0,2020-03-21 20:09:00+00:00,go_dining_table:65,0,complete,946,case_id
168,wash_hands:192,0,2020-03-18 08:05:00+00:00,wash_hands:192,0,start,434,case_id
169,wash_hands:192,0,2020-03-18 08:06:00+00:00,wash_hands:192,0,complete,439,case_id
170,go_bed:47,0,2020-03-23 23:43:00+00:00,go_bed:47,0,start,1574,case_id
171,go_bed:47,0,2020-03-24 07:14:00+00:00,go_bed:47,0,complete,1637,case_id
172,wash_hands:192,0,2020-03-18 21:16:00+00:00,wash_hands:192,0,start,529,case_id
173,wash_hands:192,0,2020-03-18 21:16:00+00:00,wash_hands:192,0,complete,530,case_id
174,get_water:240,0,2020-03-16 22:32:00+00:00,get_water:240,0,start,146,case_id
175,get_water:240,0,2020-03-16 22:34:00+00:00,get_water:240,0,complete,157,case_id
176,go_dining_table:65,0,2020-03-22 01:37:00+00:00,go_dining_table:65,0,start,1059,case_id
177,go_dining_table:65,0,2020-03-22 02:09:00+00:00,go_dining_table:65,0,complete,1065,case_id
178,go_chair:4,0,2020-03-21 16:54:00+00:00,go_chair:4,0,start,884,case_id
179,go_chair:4,0,2020-03-21 17:14:00+00:00,go_chair:4,0,complete,887,case_id
180,interact_with_man:38,0,2020-03-29 15:56:00+00:00,interact_with_man:38,0,start,2620,case_id
181,interact_with_man:38,0,2020-03-29 16:00:00+00:00,interact_with_man:38,0,complete,2623,case_id
182,go_bed:47,0,2020-03-24 23:10:00+00:00,go_bed:47,0,start,1787,case_id
183,go_bed:47,0,2020-03-24 23:15:00+00:00,go_bed:47,0,complete,1791,case_id
184,interact_with_man:38,0,2020-03-31 20:08:00+00:00,interact_with_man:38,0,start,3143,case_id
185,interact_with_man:38,0,2020-03-31 20:10:00+00:00,interact_with_man:38,0,complete,3146,case_id
186,go_bed:47,0,2020-03-25 04:41:00+00:00,go_bed:47,0,start,1803,case_id
187,go_bed:47,0,2020-03-25 18:53:00+00:00,go_bed:47,0,complete,1840,case_id
188,go_bed:47,0,2020-03-26 04:26:00+00:00,go_bed:47,0,start,1890,case_id
189,go_bed:47,0,2020-03-26 05:54:00+00:00,go_bed:47,0,complete,1892,case_id
190,wash_hands:192,0,2020-03-18 21:16:00+00:00,wash_hands:192,0,start,532,case_id
191,wash_hands:192,0,2020-03-18 21:18:00+00:00,wash_hands:192,0,complete,538,case_id
192,interact_with_man:38,0,2020-04-02 21:47:00+00:00,interact_with_man:38,0,start,3364,case_id
193,interact_with_man:38,0,2020-04-02 21:51:00+00:00,interact_with_man:38,0,complete,3367,case_id
194,go_dining_table:65,0,2020-03-22 07:49:00+00:00,go_dining_table:65,0,start,1196,case_id
195,go_dining_table:65,0,2020-03-22 08:20:00+00:00,go_dining_table:65,0,complete,1202,case_id
196,interact_with_man:38,0,2020-04-04 06:05:00+00:00,interact_with_man:38,0,start,3511,case_id
197,interact_with_man:38,0,2020-04-04 06:09:00+00:00,interact_with_man:38,0,complete,3514,case_id
198,interact_with_man:38,0,2020-04-04 13:16:00+00:00,interact_with_man:38,0,start,3640,case_id
199,interact_with_man:38,0,2020-04-04 13:19:00+00:00,interact_with_man:38,0,complete,3643,case_id
200,get_clothes:30,0,2020-03-26 22:56:00+00:00,get_clothes:30,0,start,2084,case_id
201,get_clothes:30,0,2020-03-26 22:57:00+00:00,get_clothes:30,0,complete,2086,case_id
202,interact_with_man:38,0,2020-04-05 13:02:00+00:00,interact_with_man:38,0,start,3870,case_id
203,go_dining_table:65,0,2020-03-22 13:58:00+00:00,go_dining_table:65,0,start,1344,case_id
204,interact_with_man:38,0,2020-04-05 13:04:00+00:00,interact_with_man:38,0,complete,3873,case_id
205,go_dining_table:65,0,2020-03-22 14:31:00+00:00,go_dining_table:65,0,complete,1350,case_id
206,wc_do:134,0,2020-03-18 03:28:00+00:00,wc_do:134,0,start,334,case_id
207,wc_do:134,0,2020-03-18 03:32:00+00:00,wc_do:134,0,complete,341,case_id
208,go_dining_table:65,0,2020-03-22 20:54:00+00:00,go_dining_table:65,0,start,1485,case_id
209,wash_hands:192,0,2020-03-20 19:57:00+00:00,wash_hands:192,0,start,691,case_id
210,wash_hands:192,0,2020-03-20 19:58:00+00:00,wash_hands:192,0,complete,697,case_id
211,go_dining_table:65,0,2020-03-22 21:27:00+00:00,go_dining_table:65,0,complete,1491,case_id
212,wash_hands:192,0,2020-03-20 22:37:00+00:00,wash_hands:192,0,start,752,case_id
213,wash_hands:192,0,2020-03-20 22:37:00+00:00,wash_hands:192,0,complete,753,case_id
213,go_computer:86,0,2020-03-18 19:23:00+00:00,go_computer:86,0,start,496,case_id
215,get_clothes:30,0,2020-03-26 23:01:00+00:00,get_clothes:30,0,start,2089,case_id
216,go_computer:86,0,2020-03-18 21:05:00+00:00,go_computer:86,0,complete,505,case_id
217,wash_hands:192,0,2020-03-20 22:41:00+00:00,wash_hands:192,0,start,774,case_id
218,wash_hands:192,0,2020-03-20 22:41:00+00:00,wash_hands:192,0,complete,775,case_id
219,get_clothes:30,0,2020-03-26 23:29:00+00:00,get_clothes:30,0,complete,2092,case_id
220,wash_hands:192,0,2020-03-20 22:42:00+00:00,wash_hands:192,0,start,784,case_id
221,wash_hands:192,0,2020-03-20 22:42:00+00:00,wash_hands:192,0,complete,785,case_id
222,wash_hands:192,0,2020-03-20 22:42:00+00:00,wash_hands:192,0,start,793,case_id
223,wash_hands:192,0,2020-03-20 22:42:00+00:00,wash_hands:192,0,complete,794,case_id
224,wash_hands:192,0,2020-03-20 22:43:00+00:00,wash_hands:192,0,start,802,case_id
225,wash_hands:192,0,2020-03-20 22:43:00+00:00,wash_hands:192,0,complete,803,case_id
226,go_dining_table:65,0,2020-03-24 05:29:00+00:00,go_dining_table:65,0,start,1612,case_id
227,go_computer:86,0,2020-03-20 08:08:00+00:00,go_computer:86,0,start,640,case_id
228,go_dining_table:65,0,2020-03-24 06:40:00+00:00,go_dining_table:65,0,complete,1618,case_id
229,go_computer:86,0,2020-03-20 08:08:00+00:00,go_computer:86,0,complete,645,case_id
230,wash_hands:192,0,2020-03-20 22:43:00+00:00,wash_hands:192,0,start,812,case_id
231,wash_hands:192,0,2020-03-20 22:43:00+00:00,wash_hands:192,0,complete,813,case_id
232,get_water:240,0,2020-03-17 18:39:00+00:00,get_water:240,0,start,228,case_id
233,get_water:240,0,2020-03-17 18:52:00+00:00,get_water:240,0,complete,238,case_id
234,wash_hands:192,0,2020-03-20 22:44:00+00:00,wash_hands:192,0,start,822,case_id
235,wash_hands:192,0,2020-03-20 22:44:00+00:00,wash_hands:192,0,complete,823,case_id
236,go_bed:47,0,2020-03-26 23:29:00+00:00,go_bed:47,0,start,2094,case_id
238,go_computer:86,0,2020-03-20 18:51:00+00:00,go_computer:86,0,start,683,case_id
239,wash_hands:192,0,2020-03-20 22:45:00+00:00,wash_hands:192,0,start,831,case_id
240,go_computer:86,0,2020-03-20 19:57:00+00:00,go_computer:86,0,complete,686,case_id
241,wash_hands:192,0,2020-03-20 22:45:00+00:00,wash_hands:192,0,complete,832,case_id
237,go_bed:47,0,2020-03-26 23:35:00+00:00,go_bed:47,0,complete,2098,case_id
242,wash_hands:192,0,2020-03-21 03:32:00+00:00,wash_hands:192,0,start,858,case_id
243,wash_hands:192,0,2020-03-21 03:32:00+00:00,wash_hands:192,0,complete,859,case_id
244,wash_hands:192,0,2020-03-21 16:53:00+00:00,wash_hands:192,0,start,875,case_id
245,wash_hands:192,0,2020-03-21 16:53:00+00:00,wash_hands:192,0,complete,876,case_id
246,get_clothes:30,0,2020-03-28 22:58:00+00:00,get_clothes:30,0,start,2551,case_id
247,get_clothes:30,0,2020-03-28 22:59:00+00:00,get_clothes:30,0,complete,2553,case_id
248,go_bed:47,0,2020-03-27 05:01:00+00:00,go_bed:47,0,start,2110,case_id
249,go_bed:47,0,2020-03-27 18:53:00+00:00,go_bed:47,0,complete,2149,case_id
250,go_dining_table:65,0,2020-03-24 20:18:00+00:00,go_dining_table:65,0,start,1713,case_id
251,go_bed:47,0,2020-03-28 04:40:00+00:00,go_bed:47,0,start,2213,case_id
252,go_dining_table:65,0,2020-03-24 20:18:00+00:00,go_dining_table:65,0,complete,1717,case_id
253,go_bed:47,0,2020-03-28 06:39:00+00:00,go_bed:47,0,complete,2215,case_id
254,go_dining_table:65,0,2020-03-24 21:12:00+00:00,go_dining_table:65,0,start,1730,case_id
255,go_dining_table:65,0,2020-03-24 21:29:00+00:00,go_dining_table:65,0,complete,1732,case_id
256,go_chair:4,0,2020-03-21 17:16:00+00:00,go_chair:4,0,start,899,case_id
257,go_chair:4,0,2020-03-21 19:07:00+00:00,go_chair:4,0,complete,914,case_id
258,wash_hands:192,0,2020-03-21 19:28:00+00:00,wash_hands:192,0,start,932,case_id
259,wash_hands:192,0,2020-03-21 19:29:00+00:00,wash_hands:192,0,complete,937,case_id
260,go_dining_table:65,0,2020-03-26 03:04:00+00:00,go_dining_table:65,0,start,1874,case_id
261,go_dining_table:65,0,2020-03-26 03:04:00+00:00,go_dining_table:65,0,complete,1878,case_id
262,wash_hands:192,0,2020-03-21 22:35:00+00:00,wash_hands:192,0,start,999,case_id
263,wash_hands:192,0,2020-03-21 22:35:00+00:00,wash_hands:192,0,complete,1000,case_id
264,go_chair:4,0,2020-03-21 19:09:00+00:00,go_chair:4,0,start,926,case_id
265,go_dining_table:65,0,2020-03-26 04:17:00+00:00,go_dining_table:65,0,start,1884,case_id
266,go_chair:4,0,2020-03-21 19:28:00+00:00,go_chair:4,0,complete,930,case_id
267,go_dining_table:65,0,2020-03-26 04:25:00+00:00,go_dining_table:65,0,complete,1886,case_id
268,go_computer:86,0,2020-03-21 20:11:00+00:00,go_computer:86,0,start,962,case_id
269,go_computer:86,0,2020-03-21 21:53:00+00:00,go_computer:86,0,complete,971,case_id
270,go_bed:47,0,2020-03-28 23:21:00+00:00,go_bed:47,0,start,2561,case_id
